",","7000185"
".","6202435"
"10.","7929"
"kulta","7915"
"tyytyä","7912"
"warrella","7893"
"123","7890"
"laulaa","7890"
"tutkinto","7885"
"Snellman","7881"
"yhdessä","7875"
"mietintö","7873"
"ett'ei","7868"
"kiittää","7808"
"tori","7779"
"laita","7771"
"Maa","7765"
"päimä","7736"
"kaikkein","7727"
"pantti","7720"
"kauan","7708"
"raja","7696"
"t:lo","7687"
"tä","7681"
"suunta","7677"
"prosentti","7672"
"vaimo","7668"
"122","7665"
"yltää","7645"
"päimän","7642"
"molempi","7630"
"syli","7629"
"ylioppilas","7618"
"\","7617"
"ra","7610"
"maakunta","7607"
"uutinen","7606"
"esitellä","7592"
"viimeinen","7586"
"kilo","7565"
"jää","7563"
"kuiu","7558"
"tuomio","7533"
"kokonaan","7496"
"isänmaa","7493"
"saarnata","7490"
"jalo","7485"
"moittia","7479"
"hymä","7477"
"å","7469"
"alamainen","7466"
"toimia","7460"
"kohden","7458"
"huuto","7453"
"onnistua","7442"
"nimismies","7433"
"puheenjohtaja","7423"
"ehtiä","7418"
"st","7418"
"1871","7416"
"vaikka","7416"
"edelleen","7414"
"F","7410"
"99","7406"
"lause","7403"
"loh","7378"
"torppari","7362"
"merkitä","7347"
"mahdoton","7337"
"viikko","7316"
"luopua","7300"
"kassa","7294"
"kone","7292"
"tavata","7288"
"1874","7285"
"ympäri","7280"
"45","7277"
"sittemmin","7273"
"allekirjoittaa","7258"
"mitä","7258"
"edestä","7253"
"tapahtuma","7252"
"menettää","7251"
"ilmaantua","7251"
"kannu","7236"
"lukija","7234"
"yleensä","7228"
"epp","7224"
"hauta","7221"
"iloinen","7220"
"kirjallinen","7214"
"lyhyt","7189"
"päättyä","7187"
"waikka","7174"
"Mars","7173"
"lehtori","7169"
"suometar","7168"
"pit","7162"
"lammas","7161"
"9.","7156"
"talonpoika","7150"
"ml","7150"
"32","7142"
"hoitaja","7141"
"kurssi","7110"
"ase","7099"
"jpp","7093"
"Fredrik","7088"
"pitäjäs","7087"
"epäillä","7071"
"Turunen","7070"
"rauta","7058"
"500","7055"
"kannattaa","7054"
"masta","7053"
"oppi","7050"
"joensuu","7043"
"Gustaf","7040"
"lämmin","7038"
"eller","7018"
"kokea","7015"
"seka","7014"
"fa","7008"
"merkki","7005"
"puolustaa","6997"
"läpi","6994"
"lyseo","6977"
"päällä","6977"
"muistutus","6958"
"erota","6958"
"mm","6956"
"knin","6955"
"kansalainen","6946"
"at","6945"
"1875","6945"
"korjata","6936"
"varrella","6926"
"tykönä","6912"
"julkaista","6903"
"apulainen","6885"
"talopoika","6883"
"sali","6851"
"uudestaan","6845"
"viedä","6839"
"esiin","6830"
"perustus","6823"
"sotamies","6821"
"lv","6772"
"mat","6767"
"englantilainen","6767"
"halu","6739"
"cttä","6736"
"näyttely","6730"
"Keis","6730"
"seinä","6721"
"Marten","6715"
"kosla","6713"
"Mirka","6713"
"alkaen","6705"
"Hampuri","6680"
"masto","6672"
"samassa","6672"
"suomenkielinen","6668"
"vid","6664"
"}","6663"
"vat","6659"
"hyljätä","6659"
"halla","6658"
"hakemus","6654"
"puoti","6648"
"men","6648"
"tau","6643"
"luonnollinen","6640"
"myypi","6630"
"merimies","6627"
"sade","6624"
"liittää","6622"
"runsas","6619"
"kohtaan","6609"
"Amerikka","6596"
"Wilhelm","6596"
"poiketa","6587"
"tuntua","6585"
"30.","6583"
"luo","6581"
"tää","6569"
"kiinni","6566"
"pä","6562"
"säilyttää","6559"
"pohjoinen","6557"
"°","6556"
"pistää","6551"
"kulku","6548"
"yhdistää","6537"
"tunto","6531"
"päimällä","6524"
"paperi","6516"
"yhteen","6516"
"sisällä","6515"
"ukko","6510"
"nuorukainen","6503"
"par","6499"
"kalu","6496"
"polttaa","6483"
"lopettaa","6472"
"pelastaa","6472"
"lähtö","6470"
"ollenkaan","6441"
"itää","6440"
"kirjasto","6439"
"hau","6438"
"tunne","6437"
"edusmies","6434"
"muotta","6430"
"juttu","6430"
"suru","6425"
"jn","6423"
"¦","6422"
"luottaa","6411"
"luvata","6411"
"miettiä","6405"
"alas","6398"
"puolue","6385"
"kostaa","6381"
"C","6368"
"neljäs","6362"
"helposti","6357"
"wuodelta","6354"
"johtaa","6351"
"esimerkki","6346"
"riita","6339"
"1876","6336"
"55","6334"
"este","6327"
"raatihuone","6315"
"puola","6305"
"Rauma","6299"
"edistää","6293"
"rikos","6287"
"ihana","6281"
"Salo","6264"
"August","6258"
"ö","6243"
"suuresti","6242"
"onnellinen","6229"
"päi","6227"
"torppa","6227"
"saarnaaja","6220"
"it","6220"
"rukoilla","6217"
"kristillinen","6215"
"40.","6200"
"tuomiokunta","6189"
"etelä","6188"
"han","6186"
"33","6182"
"wasta","6175"
"1878","6169"
"kääntää","6162"
"hätä","6153"
"papisto","6151"
"pi","6149"
"ankara","6143"
"Italia","6130"
"valta","6126"
"1877","6124"
"julistus","6117"
"uti","6115"
"malttaa","6112"
"tappaa","6111"
"todellinen","6109"
"ammatti","6099"
"ruhtinas","6096"
"1866","6076"
"ohjelma","6070"
"mieliä","6068"
"into","6068"
"Lappeenranta","6058"
"vainaja","6046"
"kumpikin","6041"
"lunastaa","6034"
"kortteli","6031"
"luettelo","6019"
"lähempi","6014"
"hauki","6010"
"sika","6010"
"124","5990"
"liitto","5968"
"peljätä","5968"
"saawat","5966"
"aa","5961"
"300","5957"
"siinä","5950"
"kala","5950"
"kohdata","5935"
"johto","5929"
"rupl","5928"
"virallinen","5918"
"rikas","5914"
"sato","5910"
"vähän","5894"
"rahasto","5892"
"Joensuu","5885"
"Häme","5883"
"renki","5883"
"läsnä","5874"
"varustaa","5873"
"nuoriso","5872"
"koira","5870"
"Juha","5864"
"hankoniemi","5864"
"pnä","5863"
"sitoa","5862"
"kristitty","5854"
"wa","5841"
"tyhjä","5840"
"vastaanottaa","5837"
"lahjoittaa","5834"
"Otto","5826"
"yllämainita","5823"
"avoinna","5821"
"eteenpäin","5819"
"täydellisesti","5811"
"lupa","5797"
"valiokunta","5796"
"tn","5793"
"huomenna","5781"
"alentaa","5778"
"kenraali","5776"
"hedelmä","5776"
"yleisesti","5774"
"vaikuttaa","5773"
"139","5773"
"edullinen","5766"
"ero","5761"
"kansallinen","5757"
"päimää","5755"
"kuorma","5753"
"kamari","5737"
"lan","5733"
"oja","5728"
"liikkua","5724"
"osallinen","5720"
"Emil","5715"
"onnettomuus","5712"
"1863","5696"
"hywää","5691"
"1879","5676"
"aan","5675"
"neljännes","5670"
"tarttua","5669"
"fen","5668"
"1865","5660"
"X","5660"
"el","5660"
"venäläinen","5653"
"tilaaja","5650"
"palkita","5649"
"niinpä","5646"
"lasi","5635"
"jopa","5635"
"jatko","5630"
"12.","5628"
"rukous","5628"
"peittää","5626"
"tv","5624"
"päiwällä","5615"
"pa","5612"
"sam","5603"
"pöytäkirja","5599"
"opisto","5595"
"Carl","5593"
"z","5593"
"tuote","5592"
"velkoja","5587"
"sisar","5582"
"Henrik","5559"
"muuan","5557"
"osakeyhtiö","5547"
"nykyä","5541"
"mcd","5538"
"emäntä","5534"
"heikko","5530"
"jotenkin","5529"
"lukkari","5520"
"kotimaa","5502"
"tama","5498"
"Jesus","5496"
"ansio","5495"
"sähkösanoma","5494"
"paikko","5493"
"Kemi","5489"
"taistelu","5481"
"kuljettaa","5481"
"päiwää","5473"
"Juhana","5468"
"hy","5455"
"useampia","5452"
"tuulla","5444"
"1880","5439"
"har","5429"
"36","5426"
"lähes","5425"
"auki","5419"
"luokse","5417"
"leipä","5408"
"muualla","5399"
"Kokkola","5389"
"hyödyllinen","5386"
"mitta","5366"
"enään","5355"
"Fr","5353"
"malli","5353"
"kadottaa","5349"
"tarpeeksi","5347"
"etenkin","5341"
"äsken","5337"
"yhtyä","5332"
"yksin","5329"
"tulli","5329"
"tottua","5328"
"mahtaa","5328"
"painos","5326"
"ent","5326"
"ensiksi","5324"
"periä","5318"
"tilaushinta","5308"
"päästää","5302"
"Huom","5300"
"yritys","5299"
"puoleen","5297"
"valtio","5295"
